away,away_asts,away_rebs,away_scores,home,home_asts,home_rebs,home_scores,i_home,i_away
orl,14.0,41.0,93.0,mia,21.0,50.0,100.0,2,1
orl,18.0,42.0,88.0,brk,25.0,40.0,101.0,21,1
okc,23.0,42.0,106.0,por,19.0,43.0,89.0,14,27
por,20.0,38.0,94.0,sac,14.0,49.0,103.0,7,14
gsw,20.0,56.0,90.0,por,22.0,41.0,95.0,14,15
cle,21.0,48.0,101.0,por,18.0,41.0,82.0,14,4
dal,25.0,53.0,108.0,por,14.0,34.0,87.0,14,25
por,25.0,43.0,102.0,lac,17.0,37.0,106.0,12,14
den,27.0,51.0,116.0,por,14.0,55.0,100.0,14,13
cho,25.0,48.0,102.0,por,16.0,38.0,100.0,14,26
por,30.0,46.0,130.0,den,21.0,47.0,113.0,13,14
brk,26.0,47.0,97.0,por,15.0,43.0,87.0,14,21
nop,20.0,43.0,102.0,por,16.0,41.0,93.0,14,24
chi,26.0,46.0,105.0,por,14.0,48.0,87.0,14,11
por,20.0,55.0,94.0,bos,17.0,46.0,88.0,3,14
por,30.0,52.0,114.0,phi,28.0,29.0,104.0,19,14
por,21.0,50.0,105.0,cho,29.0,47.0,97.0,26,14
mem,22.0,45.0,99.0,por,28.0,46.0,112.0,14,18
min,27.0,54.0,107.0,por,24.0,43.0,93.0,14,29
por,26.0,37.0,105.0,den,21.0,41.0,103.0,13,14
ind,20.0,48.0,88.0,por,19.0,51.0,82.0,14,20
por,21.0,44.0,103.0,nyk,20.0,37.0,99.0,9,14
por,25.0,47.0,98.0,det,23.0,47.0,86.0,10,14
por,20.0,38.0,82.0,min,22.0,56.0,90.0,29,14
por,20.0,37.0,106.0,chi,18.0,47.0,115.0,11,14
por,21.0,46.0,95.0,ind,16.0,49.0,85.0,20,14
sas,18.0,46.0,108.0,por,19.0,42.0,95.0,14,28
mil,25.0,52.0,104.0,por,16.0,32.0,97.0,14,17
por,18.0,58.0,129.0,sas,24.0,60.0,119.0,28,14
por,25.0,45.0,114.0,nop,15.0,48.0,88.0,24,14
por,19.0,35.0,95.0,hou,22.0,42.0,110.0,23,14
por,22.0,46.0,115.0,okc,20.0,53.0,111.0,27,14
phi,25.0,48.0,114.0,por,16.0,42.0,93.0,14,19
nyk,25.0,48.0,101.0,por,19.0,49.0,79.0,14,9
tor,21.0,51.0,102.0,por,14.0,49.0,97.0,14,0
atl,24.0,44.0,107.0,por,17.0,46.0,115.0,14,5
lal,18.0,45.0,98.0,por,20.0,49.0,94.0,14,6
mia,19.0,50.0,99.0,por,15.0,42.0,83.0,14,2
orl,22.0,43.0,103.0,por,22.0,49.0,92.0,14,1
por,28.0,43.0,106.0,lal,29.0,45.0,94.0,6,14
lac,22.0,48.0,94.0,por,20.0,44.0,100.0,14,12
por,20.0,32.0,96.0,sas,34.0,49.0,110.0,28,14
por,20.0,40.0,98.0,mem,21.0,50.0,102.0,18,14
sac,21.0,35.0,98.0,por,13.0,53.0,94.0,14,7
por,21.0,44.0,113.0,pho,24.0,50.0,118.0,16,14
bos,16.0,45.0,89.0,por,23.0,47.0,90.0,14,3
was,22.0,44.0,103.0,por,24.0,41.0,96.0,14,22
por,18.0,39.0,94.0,cle,16.0,46.0,99.0,4,14
por,25.0,46.0,99.0,atl,26.0,42.0,105.0,5,14
por,19.0,44.0,88.0,mil,22.0,50.0,95.0,17,14
uta,18.0,45.0,103.0,por,18.0,41.0,102.0,14,8
pho,21.0,57.0,108.0,por,20.0,42.0,87.0,14,16
por,24.0,58.0,101.0,dal,21.0,55.0,111.0,25,14
por,20.0,39.0,109.0,hou,24.0,40.0,98.0,23,14
lal,27.0,52.0,102.0,por,17.0,48.0,86.0,14,6
por,12.0,37.0,76.0,uta,18.0,48.0,92.0,8,14
mem,24.0,46.0,92.0,por,20.0,44.0,98.0,14,18
sas,25.0,45.0,111.0,por,20.0,37.0,95.0,14,28
okc,20.0,43.0,115.0,por,24.0,47.0,112.0,14,27
por,19.0,43.0,110.0,sac,24.0,33.0,99.0,7,14
por,19.0,61.0,98.0,lac,25.0,51.0,93.0,12,14
dal,20.0,56.0,94.0,por,17.0,41.0,75.0,14,25
por,18.0,36.0,113.0,min,26.0,45.0,121.0,29,14
hou,25.0,60.0,105.0,por,21.0,40.0,100.0,14,23
det,28.0,43.0,118.0,por,23.0,36.0,99.0,14,10
por,27.0,37.0,113.0,tor,20.0,42.0,97.0,0,14
por,19.0,48.0,97.0,was,25.0,43.0,105.0,22,14
por,22.0,45.0,104.0,mia,21.0,35.0,108.0,2,14
por,13.0,44.0,104.0,orl,22.0,50.0,111.0,1,14
por,15.0,44.0,86.0,mem,21.0,45.0,97.0,18,14
gsw,23.0,35.0,108.0,por,37.0,46.0,122.0,14,15
por,19.0,45.0,92.0,uta,12.0,43.0,89.0,8,14
por,15.0,54.0,87.0,pho,14.0,48.0,81.0,16,14
den,29.0,45.0,120.0,por,24.0,39.0,114.0,14,13
pho,26.0,47.0,109.0,por,18.0,38.0,86.0,14,16
lac,25.0,43.0,122.0,por,30.0,40.0,126.0,14,12
por,21.0,53.0,107.0,lal,13.0,43.0,77.0,6,14
nop,17.0,51.0,99.0,por,18.0,35.0,90.0,14,24
por,17.0,50.0,96.0,brk,25.0,46.0,106.0,21,14
min,25.0,53.0,116.0,por,16.0,35.0,91.0,14,29
por,28.0,41.0,105.0,gsw,27.0,44.0,116.0,15,14
uta,22.0,39.0,105.0,por,20.0,48.0,111.0,14,8
por,22.0,35.0,90.0,okc,14.0,58.0,101.0,27,14
por,20.0,45.0,98.0,dal,18.0,54.0,114.0,25,14
okc,19.0,43.0,89.0,por,23.0,42.0,106.0,14,27
okc,23.0,47.0,90.0,lac,17.0,33.0,93.0,12,27
den,24.0,41.0,102.0,okc,19.0,41.0,91.0,27,13
okc,14.0,44.0,85.0,brk,25.0,42.0,116.0,21,27
okc,23.0,41.0,88.0,tor,23.0,39.0,100.0,0,27
mem,16.0,44.0,89.0,okc,21.0,38.0,91.0,27,18
sac,16.0,40.0,101.0,okc,23.0,37.0,93.0,27,7
okc,15.0,46.0,78.0,mil,18.0,51.0,85.0,17,27
okc,23.0,41.0,109.0,bos,28.0,35.0,94.0,3,27
det,23.0,42.0,89.0,okc,18.0,55.0,96.0,27,10
hou,14.0,45.0,65.0,okc,11.0,54.0,69.0,27,23
okc,17.0,44.0,81.0,uta,22.0,55.0,98.0,8,27
okc,21.0,39.0,100.0,den,25.0,42.0,107.0,13,27
brk,18.0,36.0,92.0,okc,17.0,38.0,94.0,27,21
gsw,13.0,57.0,86.0,okc,26.0,52.0,91.0,27,15
uta,21.0,45.0,97.0,okc,11.0,38.0,82.0,27,8
nyk,20.0,57.0,105.0,okc,17.0,33.0,78.0,27,9
okc,16.0,45.0,104.0,nop,23.0,49.0,112.0,24,27
okc,27.0,40.0,103.0,phi,25.0,44.0,91.0,19,27
okc,20.0,50.0,96.0,det,25.0,39.0,94.0,10,27
mil,23.0,54.0,114.0,okc,19.0,31.0,101.0,27,17
cle,22.0,46.0,103.0,okc,20.0,48.0,94.0,27,4
okc,23.0,47.0,111.0,min,21.0,31.0,92.0,29,27
pho,20.0,63.0,112.0,okc,21.0,40.0,88.0,27,16
okc,18.0,41.0,104.0,sac,21.0,48.0,92.0,7,27
okc,17.0,43.0,109.0,gsw,32.0,39.0,114.0,15,27
okc,21.0,42.0,104.0,lal,28.0,43.0,103.0,6,27
nop,17.0,47.0,99.0,okc,33.0,39.0,101.0,27,24
por,20.0,53.0,111.0,okc,22.0,46.0,115.0,27,14
okc,25.0,47.0,114.0,sas,33.0,38.0,106.0,28,27
cho,18.0,57.0,98.0,okc,12.0,52.0,75.0,27,26
okc,21.0,53.0,107.0,dal,26.0,37.0,112.0,25,27
pho,22.0,50.0,137.0,okc,17.0,39.0,134.0,27,16
was,21.0,38.0,109.0,okc,27.0,39.0,102.0,27,22
okc,19.0,59.0,91.0,gsw,27.0,54.0,117.0,15,27
okc,16.0,54.0,83.0,sac,18.0,52.0,104.0,7,27
uta,25.0,38.0,99.0,okc,22.0,44.0,94.0,27,8
okc,25.0,43.0,101.0,hou,25.0,41.0,112.0,23,27
gsw,27.0,54.0,127.0,okc,24.0,43.0,115.0,27,15
okc,28.0,54.0,127.0,orl,18.0,33.0,99.0,1,27
okc,15.0,42.0,94.0,mia,20.0,36.0,86.0,2,27
okc,21.0,57.0,105.0,was,23.0,58.0,103.0,22,27
okc,23.0,36.0,93.0,atl,27.0,47.0,103.0,5,27
okc,26.0,42.0,98.0,cle,17.0,48.0,108.0,4,27
min,17.0,52.0,92.0,okc,13.0,50.0,84.0,27,29
okc,10.0,47.0,92.0,nyk,29.0,51.0,100.0,9,27
okc,15.0,47.0,74.0,mem,22.0,54.0,85.0,18,27
orl,25.0,40.0,104.0,okc,23.0,44.0,97.0,27,1
okc,21.0,48.0,102.0,nop,23.0,48.0,91.0,24,27
nop,19.0,40.0,113.0,okc,26.0,46.0,116.0,27,24
lac,26.0,54.0,131.0,okc,28.0,29.0,108.0,27,12
okc,24.0,40.0,124.0,den,20.0,38.0,114.0,13,27
mem,24.0,49.0,105.0,okc,13.0,42.0,89.0,27,18
dal,20.0,62.0,104.0,okc,16.0,39.0,89.0,27,25
okc,21.0,59.0,110.0,cho,28.0,41.0,103.0,26,27
den,31.0,60.0,119.0,okc,19.0,42.0,94.0,27,13
ind,23.0,57.0,105.0,okc,26.0,48.0,92.0,27,20
okc,17.0,50.0,113.0,pho,21.0,52.0,117.0,16,27
okc,24.0,47.0,112.0,por,20.0,43.0,115.0,14,27
okc,21.0,55.0,108.0,lal,25.0,49.0,101.0,6,27
phi,19.0,54.0,123.0,okc,20.0,58.0,118.0,27,19
okc,20.0,41.0,105.0,chi,26.0,48.0,108.0,11,27
tor,30.0,49.0,108.0,okc,24.0,33.0,104.0,27,0
lac,19.0,39.0,108.0,okc,22.0,38.0,120.0,27,12
min,28.0,48.0,113.0,okc,20.0,42.0,99.0,27,29
chi,16.0,52.0,109.0,okc,20.0,33.0,100.0,27,11
okc,19.0,59.0,115.0,dal,27.0,37.0,119.0,25,27
bos,19.0,46.0,122.0,okc,32.0,39.0,118.0,27,3
atl,26.0,44.0,123.0,okc,20.0,34.0,115.0,27,5
mia,25.0,51.0,93.0,okc,13.0,41.0,75.0,27,2
lal,29.0,49.0,127.0,okc,22.0,28.0,117.0,27,6
okc,16.0,37.0,91.0,sas,28.0,49.0,130.0,28,27
okc,14.0,48.0,89.0,uta,12.0,42.0,94.0,8,27
okc,16.0,48.0,109.0,pho,23.0,40.0,97.0,16,27
dal,23.0,46.0,131.0,okc,35.0,34.0,135.0,27,25
okc,18.0,47.0,92.0,mem,16.0,45.0,100.0,18,27
hou,21.0,51.0,112.0,okc,18.0,42.0,115.0,27,23
sas,14.0,39.0,88.0,okc,27.0,46.0,113.0,27,28
sac,21.0,47.0,116.0,okc,19.0,50.0,103.0,27,7
okc,18.0,43.0,104.0,ind,25.0,52.0,116.0,20,27
por,14.0,58.0,101.0,okc,22.0,35.0,90.0,27,14
okc,22.0,46.0,138.0,min,22.0,39.0,113.0,29,27
hou,16.0,34.0,93.0,uta,18.0,35.0,104.0,8,23
uta,22.0,40.0,102.0,dal,25.0,44.0,120.0,25,8
pho,19.0,52.0,118.0,uta,17.0,34.0,91.0,8,16
uta,24.0,43.0,101.0,lac,28.0,35.0,107.0,12,8
cle,26.0,41.0,102.0,uta,6.0,30.0,100.0,8,4
dal,19.0,41.0,82.0,uta,23.0,42.0,105.0,8,25
uta,20.0,43.0,97.0,det,19.0,51.0,96.0,10,8
uta,18.0,37.0,86.0,ind,16.0,44.0,97.0,20,8
uta,28.0,30.0,97.0,atl,23.0,46.0,100.0,5,8
uta,25.0,39.0,102.0,nyk,15.0,31.0,100.0,9,8
uta,22.0,38.0,93.0,tor,15.0,42.0,111.0,0,8
okc,22.0,55.0,98.0,uta,17.0,44.0,81.0,8,27
uta,26.0,45.0,88.0,gsw,28.0,40.0,101.0,15,8
nop,15.0,42.0,94.0,uta,19.0,44.0,106.0,8,24
chi,22.0,41.0,95.0,uta,20.0,35.0,97.0,8,11
uta,11.0,38.0,82.0,okc,21.0,45.0,97.0,27,8
lac,19.0,37.0,96.0,uta,21.0,37.0,112.0,8,12
den,18.0,48.0,101.0,uta,23.0,39.0,103.0,8,13
tor,21.0,35.0,104.0,uta,15.0,37.0,123.0,8,0
orl,23.0,41.0,93.0,uta,15.0,38.0,98.0,8,1
uta,20.0,35.0,92.0,sac,18.0,45.0,101.0,7,8
sas,18.0,43.0,100.0,uta,23.0,37.0,96.0,8,28
mia,16.0,44.0,95.0,uta,19.0,35.0,100.0,8,2
uta,13.0,45.0,84.0,was,20.0,41.0,93.0,22,8
uta,19.0,37.0,111.0,nop,24.0,32.0,119.0,24,8
uta,23.0,38.0,105.0,mia,10.0,31.0,87.0,2,8
uta,24.0,42.0,101.0,orl,28.0,34.0,94.0,1,8
uta,18.0,39.0,86.0,cho,21.0,49.0,104.0,26,8
uta,20.0,49.0,97.0,mem,22.0,34.0,91.0,18,8
phi,17.0,55.0,88.0,uta,11.0,44.0,71.0,8,19
uta,26.0,52.0,97.0,lac,24.0,41.0,101.0,12,8
min,16.0,43.0,100.0,uta,26.0,34.0,94.0,8,29
atl,18.0,47.0,92.0,uta,24.0,47.0,98.0,8,5
uta,23.0,47.0,101.0,min,17.0,37.0,89.0,29,8
ind,16.0,41.0,101.0,uta,20.0,35.0,105.0,8,20
uta,21.0,48.0,97.0,chi,17.0,43.0,77.0,11,8
uta,22.0,44.0,94.0,okc,25.0,38.0,99.0,27,8
uta,20.0,41.0,82.0,hou,24.0,33.0,97.0,23,8
gsw,14.0,44.0,105.0,uta,32.0,31.0,116.0,8,15
lal,24.0,38.0,94.0,uta,7.0,42.0,85.0,8,6
uta,23.0,48.0,69.0,sas,23.0,49.0,89.0,28,8
uta,24.0,42.0,92.0,cle,24.0,45.0,106.0,4,8
uta,25.0,43.0,101.0,mil,26.0,40.0,99.0,17,8
brk,23.0,43.0,108.0,uta,17.0,29.0,73.0,8,21
bos,18.0,39.0,90.0,uta,18.0,37.0,99.0,8,3
lac,17.0,47.0,89.0,uta,13.0,37.0,94.0,8,12
gsw,21.0,55.0,110.0,uta,21.0,41.0,100.0,8,15
uta,18.0,41.0,102.0,por,18.0,45.0,103.0,14,8
mem,15.0,40.0,90.0,uta,26.0,38.0,100.0,8,18
uta,23.0,43.0,93.0,pho,20.0,44.0,100.0,16,8
sac,21.0,43.0,102.0,uta,15.0,40.0,90.0,8,7
uta,23.0,47.0,100.0,nop,20.0,40.0,96.0,24,8
uta,19.0,52.0,82.0,dal,18.0,38.0,87.0,25,8
por,18.0,48.0,92.0,uta,12.0,37.0,76.0,8,14
sas,14.0,49.0,90.0,uta,17.0,44.0,81.0,8,28
lal,18.0,47.0,97.0,uta,17.0,42.0,100.0,8,6
uta,24.0,43.0,104.0,den,22.0,36.0,82.0,13,8
mil,18.0,46.0,82.0,uta,18.0,39.0,75.0,8,17
uta,22.0,55.0,93.0,mem,15.0,37.0,82.0,18,8
uta,21.0,51.0,84.0,bos,21.0,39.0,85.0,3,8
uta,17.0,49.0,89.0,phi,22.0,43.0,83.0,19,8
uta,24.0,43.0,95.0,brk,21.0,30.0,88.0,21,8
nyk,16.0,40.0,87.0,uta,17.0,38.0,82.0,8,9
hou,23.0,57.0,109.0,uta,19.0,37.0,91.0,8,23
det,17.0,45.0,88.0,uta,18.0,44.0,85.0,8,10
cho,19.0,61.0,94.0,uta,9.0,36.0,66.0,8,26
was,21.0,36.0,84.0,uta,16.0,41.0,88.0,8,22
uta,19.0,36.0,80.0,lal,20.0,43.0,73.0,6,8
uta,19.0,35.0,91.0,gsw,25.0,37.0,106.0,15,8
min,21.0,46.0,104.0,uta,19.0,37.0,106.0,8,29
por,12.0,43.0,89.0,uta,19.0,45.0,92.0,8,14
uta,20.0,42.0,91.0,den,23.0,41.0,107.0,13,8
okc,12.0,42.0,94.0,uta,14.0,48.0,89.0,8,27
uta,18.0,47.0,104.0,min,21.0,34.0,84.0,29,8
den,24.0,49.0,98.0,uta,13.0,39.0,84.0,8,13
uta,17.0,47.0,85.0,pho,12.0,32.0,87.0,16,8
uta,18.0,47.0,101.0,sac,20.0,43.0,95.0,7,8
sac,23.0,47.0,103.0,uta,19.0,31.0,91.0,8,7
mem,16.0,39.0,88.0,uta,22.0,36.0,89.0,8,18
uta,20.0,48.0,111.0,por,22.0,39.0,105.0,14,8
dal,24.0,48.0,109.0,uta,18.0,41.0,92.0,8,25
uta,23.0,44.0,91.0,hou,28.0,49.0,117.0,23,8
det,17.0,51.0,89.0,den,15.0,45.0,79.0,13,10
den,19.0,41.0,91.0,okc,24.0,41.0,102.0,27,13
sac,22.0,42.0,105.0,den,21.0,50.0,110.0,13,7
den,24.0,32.0,109.0,sac,21.0,40.0,131.0,7,13
cle,22.0,42.0,101.0,den,25.0,42.0,110.0,13,4
den,14.0,55.0,100.0,por,27.0,51.0,116.0,14,13
por,21.0,47.0,113.0,den,30.0,46.0,130.0,13,14
den,20.0,46.0,108.0,ind,17.0,42.0,87.0,20,13
den,20.0,39.0,93.0,nyk,16.0,43.0,109.0,9,13
den,25.0,39.0,106.0,cle,18.0,42.0,97.0,4,13
okc,25.0,42.0,107.0,den,21.0,39.0,100.0,13,27
nop,24.0,41.0,117.0,den,19.0,40.0,97.0,13,24
den,20.0,57.0,101.0,lal,15.0,50.0,94.0,6,13
chi,22.0,45.0,114.0,den,20.0,37.0,109.0,13,11
den,19.0,47.0,112.0,pho,27.0,41.0,120.0,16,13
pho,20.0,58.0,122.0,den,14.0,34.0,97.0,13,16
den,23.0,39.0,103.0,uta,18.0,48.0,101.0,8,13
por,21.0,41.0,103.0,den,26.0,37.0,105.0,13,14
den,16.0,36.0,89.0,was,35.0,52.0,119.0,22,13
den,25.0,52.0,84.0,atl,26.0,43.0,96.0,5,13
den,21.0,49.0,107.0,tor,21.0,44.0,112.0,0,13
mia,21.0,50.0,102.0,den,18.0,42.0,82.0,13,2
den,24.0,51.0,96.0,hou,20.0,52.0,108.0,23,13
sas,20.0,45.0,91.0,den,26.0,43.0,99.0,13,28
hou,30.0,51.0,111.0,den,17.0,55.0,115.0,13,23
lac,30.0,40.0,109.0,den,21.0,39.0,106.0,13,12
ind,14.0,49.0,76.0,den,17.0,50.0,73.0,13,20
den,11.0,37.0,82.0,cho,23.0,44.0,110.0,26,13
den,15.0,51.0,96.0,brk,21.0,39.0,102.0,21,13
min,18.0,62.0,106.0,den,29.0,44.0,102.0,13,29
tor,18.0,49.0,102.0,den,23.0,44.0,116.0,13,0
lal,25.0,39.0,103.0,den,31.0,42.0,111.0,13,6
den,19.0,57.0,101.0,chi,22.0,46.0,106.0,11,13
mem,21.0,48.0,114.0,den,20.0,37.0,85.0,13,18
den,26.0,41.0,110.0,min,21.0,42.0,101.0,29,13
orl,22.0,47.0,93.0,den,21.0,42.0,90.0,13,1
den,27.0,39.0,118.0,sac,19.0,38.0,108.0,7,13
dal,25.0,51.0,114.0,den,24.0,39.0,107.0,13,25
den,23.0,52.0,89.0,dal,22.0,52.0,97.0,25,13
min,21.0,39.0,105.0,den,24.0,43.0,113.0,13,29
den,17.0,39.0,79.0,gsw,30.0,53.0,122.0,15,13
sas,26.0,42.0,99.0,den,27.0,44.0,109.0,13,28
bos,20.0,48.0,99.0,den,20.0,41.0,100.0,13,3
was,26.0,45.0,115.0,den,29.0,50.0,117.0,13,22
den,26.0,38.0,98.0,lac,25.0,45.0,102.0,12,13
den,30.0,39.0,93.0,nop,15.0,48.0,85.0,24,13
den,19.0,47.0,69.0,mem,17.0,57.0,99.0,18,13
cho,21.0,44.0,86.0,den,32.0,57.0,104.0,13,26
den,26.0,37.0,98.0,phi,26.0,49.0,105.0,19,13
den,18.0,48.0,100.0,bos,27.0,51.0,104.0,3,13
den,22.0,43.0,88.0,det,23.0,51.0,98.0,10,13
okc,20.0,38.0,114.0,den,24.0,40.0,124.0,13,27
den,25.0,35.0,106.0,lal,23.0,43.0,96.0,6,13
den,18.0,45.0,81.0,mil,22.0,46.0,89.0,17,13
den,19.0,42.0,94.0,okc,31.0,60.0,119.0,27,13
brk,18.0,49.0,82.0,den,21.0,57.0,110.0,13,21
pho,22.0,40.0,96.0,den,19.0,65.0,110.0,13,16
uta,22.0,36.0,82.0,den,24.0,43.0,104.0,13,8
nop,17.0,44.0,92.0,den,22.0,44.0,99.0,13,24
mil,26.0,43.0,106.0,den,21.0,41.0,95.0,13,17
den,27.0,51.0,100.0,min,18.0,43.0,85.0,29,13
den,21.0,38.0,111.0,sas,24.0,36.0,120.0,28,13
hou,23.0,44.0,100.0,den,25.0,48.0,114.0,13,23
nyk,21.0,48.0,106.0,den,21.0,45.0,78.0,13,9
atl,28.0,44.0,115.0,den,18.0,32.0,102.0,13,5
gsw,23.0,52.0,114.0,den,29.0,35.0,103.0,13,15
den,25.0,52.0,118.0,nop,32.0,58.0,111.0,24,13
den,14.0,37.0,81.0,mem,14.0,57.0,92.0,18,13
den,23.0,42.0,108.0,hou,27.0,49.0,118.0,23,13
den,21.0,35.0,91.0,mia,23.0,44.0,108.0,2,13
den,30.0,49.0,119.0,orl,26.0,40.0,100.0,1,13
phi,13.0,49.0,85.0,den,17.0,49.0,99.0,13,19
uta,23.0,41.0,107.0,den,20.0,42.0,91.0,13,8
den,24.0,39.0,114.0,por,29.0,45.0,120.0,14,13
den,13.0,39.0,84.0,uta,24.0,49.0,98.0,8,13
den,17.0,34.0,93.0,sas,33.0,45.0,123.0,28,13
lac,21.0,44.0,92.0,den,24.0,47.0,107.0,13,12
lal,26.0,45.0,119.0,den,15.0,39.0,101.0,13,6
dal,29.0,61.0,143.0,den,39.0,49.0,144.0,13,25
sac,32.0,42.0,122.0,den,28.0,32.0,111.0,13,7
den,18.0,58.0,103.0,lac,25.0,47.0,110.0,12,13
den,28.0,40.0,126.0,gsw,30.0,41.0,133.0,15,13
min,20.0,47.0,101.0,mem,21.0,33.0,105.0,18,29
det,18.0,43.0,97.0,min,20.0,46.0,91.0,29,10
chi,26.0,42.0,105.0,min,15.0,38.0,106.0,29,11
min,22.0,51.0,98.0,brk,17.0,42.0,91.0,21,29
min,24.0,38.0,103.0,orl,19.0,52.0,112.0,1,29
min,13.0,49.0,92.0,mia,26.0,40.0,102.0,2,29
hou,22.0,41.0,101.0,min,25.0,40.0,113.0,29,23
min,13.0,37.0,91.0,nop,31.0,34.0,139.0,24,29
min,24.0,41.0,117.0,dal,31.0,40.0,131.0,25,29
nyk,26.0,35.0,115.0,min,19.0,33.0,99.0,29,9
sas,16.0,34.0,92.0,min,26.0,53.0,121.0,29,28
sac,23.0,37.0,101.0,min,24.0,50.0,113.0,29,7
mil,19.0,38.0,86.0,min,22.0,43.0,103.0,29,17
min,37.0,31.0,120.0,lal,27.0,35.0,119.0,6,29
min,24.0,43.0,93.0,por,27.0,54.0,107.0,14,29
min,26.0,32.0,101.0,lac,33.0,50.0,127.0,12,29
phi,17.0,50.0,77.0,min,15.0,49.0,85.0,29,19
hou,23.0,43.0,112.0,min,19.0,42.0,114.0,29,23
min,20.0,33.0,101.0,sas,30.0,43.0,123.0,28,29
gsw,22.0,49.0,86.0,min,24.0,51.0,102.0,29,15
por,22.0,56.0,90.0,min,20.0,38.0,82.0,29,14
okc,21.0,31.0,92.0,min,23.0,47.0,111.0,29,27
lal,25.0,46.0,94.0,min,22.0,45.0,100.0,29,6
min,17.0,41.0,95.0,was,29.0,46.0,109.0,22,29
min,23.0,37.0,98.0,bos,29.0,43.0,114.0,3,29
ind,23.0,43.0,96.0,min,25.0,36.0,100.0,29,20
min,25.0,40.0,104.0,cle,24.0,38.0,125.0,4,29
min,29.0,44.0,102.0,den,18.0,62.0,106.0,13,29
min,29.0,47.0,97.0,gsw,32.0,43.0,110.0,15,29
min,26.0,34.0,94.0,uta,16.0,43.0,100.0,8,29
sac,22.0,38.0,107.0,min,23.0,42.0,110.0,29,7
uta,17.0,37.0,89.0,min,23.0,47.0,101.0,29,8
den,21.0,42.0,101.0,min,26.0,41.0,110.0,29,13
pho,30.0,46.0,111.0,min,12.0,41.0,113.0,29,16
min,22.0,40.0,84.0,mil,30.0,39.0,98.0,17,29
sas,17.0,42.0,93.0,min,21.0,45.0,108.0,29,28
min,22.0,34.0,110.0,ind,22.0,41.0,101.0,20,29
min,26.0,36.0,99.0,pho,18.0,46.0,110.0,16,29
min,24.0,43.0,113.0,den,21.0,39.0,105.0,13,29
min,16.0,42.0,80.0,cho,27.0,47.0,105.0,26,29
dal,22.0,43.0,75.0,min,26.0,42.0,98.0,29,25
nop,27.0,38.0,84.0,min,17.0,37.0,92.0,29,24
min,24.0,37.0,100.0,atl,30.0,29.0,112.0,5,29
min,13.0,50.0,84.0,okc,17.0,52.0,92.0,27,29
bos,18.0,45.0,110.0,min,22.0,39.0,98.0,29,3
min,24.0,38.0,94.0,phi,27.0,34.0,103.0,19,29
cle,19.0,35.0,90.0,min,16.0,52.0,106.0,29,4
min,18.0,47.0,94.0,dal,27.0,43.0,100.0,25,29
mia,27.0,32.0,102.0,min,18.0,47.0,101.0,29,2
mem,17.0,43.0,90.0,min,19.0,30.0,89.0,29,18
min,26.0,40.0,112.0,det,18.0,35.0,101.0,10,29
atl,24.0,50.0,105.0,min,26.0,36.0,117.0,29,5
gsw,18.0,50.0,91.0,min,26.0,49.0,94.0,29,15
pho,24.0,51.0,111.0,min,23.0,48.0,109.0,29,16
min,17.0,58.0,102.0,hou,23.0,56.0,113.0,23,29
was,17.0,53.0,97.0,min,21.0,43.0,77.0,29,22
min,17.0,45.0,89.0,chi,24.0,53.0,96.0,11,29
mem,22.0,35.0,97.0,min,21.0,43.0,101.0,29,18
lac,25.0,47.0,105.0,min,24.0,43.0,110.0,29,12
den,18.0,43.0,85.0,min,27.0,51.0,100.0,29,13
por,26.0,45.0,121.0,min,18.0,36.0,113.0,29,14
min,25.0,50.0,76.0,lac,30.0,42.0,89.0,12,29
min,19.0,34.0,97.0,pho,25.0,45.0,106.0,16,29
min,20.0,42.0,99.0,okc,28.0,48.0,113.0,27,29
min,25.0,40.0,97.0,sas,38.0,42.0,123.0,28,29
brk,27.0,36.0,106.0,min,21.0,43.0,122.0,29,21
min,21.0,45.0,100.0,tor,25.0,39.0,105.0,0,29
min,12.0,43.0,95.0,nyk,22.0,49.0,92.0,9,29
cho,24.0,32.0,98.0,min,21.0,42.0,109.0,29,26
min,19.0,37.0,106.0,uta,21.0,46.0,104.0,8,29
lal,14.0,40.0,99.0,min,21.0,48.0,101.0,29,6
min,26.0,31.0,110.0,hou,34.0,41.0,120.0,23,29
min,17.0,39.0,88.0,nop,29.0,35.0,110.0,24,29
uta,21.0,34.0,84.0,min,18.0,47.0,104.0,29,8
tor,21.0,32.0,99.0,min,25.0,34.0,113.0,29,0
orl,15.0,30.0,84.0,min,23.0,53.0,97.0,29,1
min,29.0,36.0,111.0,sac,25.0,49.0,116.0,7,29
min,16.0,35.0,91.0,por,25.0,53.0,116.0,14,29
min,17.0,39.0,98.0,lal,35.0,46.0,106.0,6,29
min,27.0,40.0,101.0,gsw,28.0,50.0,110.0,15,29
nop,19.0,43.0,88.0,min,15.0,39.0,100.0,29,24
okc,22.0,39.0,113.0,min,22.0,46.0,138.0,29,27
gsw,21.0,44.0,95.0,sac,13.0,50.0,77.0,7,15
lal,30.0,43.0,127.0,gsw,21.0,37.0,104.0,15,6
gsw,22.0,41.0,95.0,por,20.0,56.0,90.0,14,15
lac,29.0,39.0,121.0,gsw,26.0,30.0,104.0,15,12
gsw,22.0,54.0,98.0,hou,13.0,46.0,87.0,23,15
gsw,16.0,36.0,95.0,pho,17.0,39.0,107.0,16,15
